    ,user,movie
41723,3708,4522
41722,243,2407
41721,817,11357
41720,3589,1232
41719,12,3832
41717,2077,22947
41715,1132,20757
41713,3967,7822
41711,712,39152
41710,404,39307
41709,4632,8552
41708,1538,11772
41707,75,1592
41706,1335,4372
41705,1055,12502
41704,4163,28407
41701,866,13547
41698,2014,15207
41697,1041,19057
41696,1405,14667
41695,481,9207
41694,152,1027
41692,159,8457
41689,187,4677
41688,2336,13207
41687,915,8462
41686,4303,2827
41685,1811,2522
41684,1139,417
41681,481,5912
41679,1195,4437
41678,607,22332
41676,2077,2207
41675,432,13777
41674,887,5832
41673,2070,662
41672,257,6997
41671,264,8417
41670,3197,6832
41669,768,10217
41667,1104,13912
41666,2700,1197
41665,131,11942
41664,2812,5972
41663,2602,1307
41662,831,2312
41661,383,11492
41660,607,12182
41659,201,3427
41658,1125,57
41657,1055,6407
41656,1391,442
41655,782,14852
41654,1706,3082
41653,1559,1417
41652,1132,5832
41651,1426,15662
41650,320,14182
41649,1643,7872
41648,2875,5132
41646,1426,19577
41645,4009,1092
41643,1496,13552
41641,1104,4727
41640,1790,32352
41639,3078,3517
41637,404,37687
41636,82,12612
41634,320,4237
41633,698,35162
41632,698,357
41631,82,19247
41630,3932,8397
41629,873,18577
41627,4303,6592
41626,2721,9532
41625,2287,14117
41624,1888,5967
41623,1125,31672
41622,4345,6777
41621,243,2872
41619,1895,7317
41618,26,15942
41617,1426,22377
41614,1041,13287
41612,285,3247
41611,565,31502
41609,1979,23107
41607,117,27182
41606,1104,7262
41604,404,31467
41602,1531,4727
41601,1006,36457
41600,894,15232
41599,684,832
41598,4303,9557
41597,859,12992
41596,880,3472
41595,264,4672
41594,2126,592
41593,1426,30622
41592,82,44022
41590,2392,3627
41589,1517,12422
41588,2385,7087
41587,383,19357
41586,236,522
41585,341,7812
41584,362,1632
41583,19,6597
41582,327,1292
41581,2385,21397
41580,4226,787
41579,502,3177
41577,544,4267
41576,1034,257
41574,264,28087
41573,607,1407
41571,271,16092
41570,1377,3072
41568,2245,9657
41567,180,16562
41566,3519,1532
41565,68,1107
41564,2175,1612
41562,1895,1182
41561,12,7117
41559,3211,4692
41558,1048,347
41556,1006,40802
41555,4086,4282
41554,26,12927
41553,3253,1547
41552,3505,10732
41551,607,4077
41550,1195,242
41548,607,21552
41547,82,17122
41546,222,4282
41543,1006,2252
41542,901,1397
41540,1818,16437
41539,3120,13332
41538,838,26277
41536,75,5767
41535,2399,7537
41534,1783,17152
41533,82,1427
41532,3337,102
41531,1034,3527
41528,1426,1972
41526,439,12107
41525,810,42142
41524,586,6392
41523,502,4082
41522,4170,582
41521,306,6912
41520,75,10852
41519,1279,1327
41516,383,4167
41515,1335,567
41514,180,4237
41513,1706,1397
41512,810,5752
41511,1216,9492
41510,201,10442
41509,180,3857
41507,3505,4297
41506,1195,2707
41505,383,2962
41504,264,13347
41503,110,16232
41502,1069,1972
41501,1580,40912
41500,1202,25372
41499,3617,4642
41498,1433,722
41497,481,23512
41496,614,382
41495,964,13827
41494,1111,8507
41493,2392,3882
41491,306,622
41489,1559,1352
41488,306,4532
41486,747,217
41484,1020,42827
41482,530,12277
41481,467,32287
41478,1167,17767
41477,2385,10642
41476,3302,2377
41475,257,7917
41474,1496,13122
41473,495,19517
41472,2140,3762
41471,1538,12712
41470,523,1972
41469,1153,7927
41468,257,4082
41467,691,362
41466,110,4742
41465,3701,427
41464,1370,7782
41463,383,26502
41462,1174,25942
41461,75,39972
41460,306,30522
41459,712,6137
41458,908,19687
41457,152,7607
41456,957,21057
41454,3127,212
41453,383,1257
41452,2637,1397
41451,614,15332
41450,2819,7667
41448,89,7717
41445,362,672
41444,4107,39837
41443,3904,1907
41442,2742,1912
41441,747,21062
41440,446,2747
41439,887,2442
41437,2035,3902
41435,2427,7332
41434,2357,10732
41433,768,31427
41432,908,10792
41431,880,1292
41430,2525,642
41429,4107,16437
41428,1097,1432
41427,341,13272
41426,1195,4397
41425,866,16872
41424,1727,622
41423,306,4697
41422,4436,5162
41421,1839,4692
41420,579,1387
41419,4681,952
41418,2140,3967
41417,3351,34142
41416,3505,26312
41414,523,7542
41413,537,6457
41410,530,2192
41408,313,2747
41407,775,2012
41406,4667,26352
41405,3274,6127
41404,89,9937
41403,1349,3902
41400,537,6887
41399,124,4942
41398,1034,4707
41397,1790,9992
41396,2945,6077
41395,2896,3222
41394,2350,337
41393,383,6287
41390,726,2642
41389,1391,2822
41388,68,35852
41387,537,7177
41386,334,12542
41385,180,5327
41384,607,28157
41383,3057,8457
41381,1426,11277
41379,4079,2182
41378,698,4317
41377,75,32817
41376,1426,23092
41375,2875,3707
41374,1125,6157
41373,222,6222
41372,152,5172
41371,1986,5907
41370,698,8397
41369,271,3612
41368,2525,5002
41367,96,22497
41366,2210,2667
41365,782,27377
41364,187,24447
41363,1174,1282
41362,75,35632
41361,719,7882
41360,54,5587
41359,1804,3787
41358,306,14267
41357,285,2762
41356,3225,3527
41355,747,22737
41354,2749,102
41353,117,5297
41350,362,11667
41349,544,342
41348,194,5662
41347,82,20277
41346,481,5022
41345,12,3212
41344,124,9772
41343,810,947
41342,873,9352
41341,3883,2332
41340,19,5442
41339,3358,2342
41338,1104,19212
41337,75,3552
41336,75,5737
41335,1041,3037
41334,2770,1077
41333,3078,3757
41332,439,362
41331,180,7832
41330,2756,3462
41329,1790,4562
41328,208,552
41327,26,24182
41326,4107,19742
41325,2917,887
41324,1657,662
41323,831,8862
41322,2028,4692
41321,82,20792
41320,1440,4002
41319,845,13317
41318,1426,29382
41317,3323,5697
41316,747,11707
41315,2721,2617
41312,2252,5082
41311,1300,19822
41310,1860,21432
41309,747,11537
41308,341,6592
41306,1251,4977
41305,3435,242
41304,481,26252
41303,82,16427
41302,2077,502
41301,992,3802
41297,558,967
41296,320,882
41295,635,37912
41294,201,1702
41293,1265,4192
41292,264,17297
41291,1174,41742
41290,1055,4002
41284,621,1092
41283,873,5057
41282,488,22507
41281,257,23712
41279,1132,20247
41278,887,1307
41277,775,927
41276,3190,2782
41274,1685,7642
41273,1132,6627
41272,1097,7457
41271,271,6062
41270,82,36377
41269,2455,25242
41268,4331,1857
41267,3288,3407
41266,537,1547
41264,1853,7312
41263,82,43877
41262,3036,40777
41261,320,8252
41260,201,23592
41259,96,12697
41258,1153,15682
41256,3127,11462
41254,698,3292
41253,2637,9402
41251,201,7927
41250,2994,26532
41249,1013,3787
41248,2021,13387
41246,2294,6297
41245,1125,1257
41243,551,8492
41242,2770,6952
41241,2021,15212
41240,1132,4382
41239,460,4602
41238,3946,21912
41237,110,3827
41236,2448,18672
41234,82,18757
41233,2133,1397
41232,530,20067
41231,922,6917
41230,89,1837
41229,2077,582
41228,2763,1397
41227,3092,11537
41226,1034,9382
41225,1111,20162
41224,3295,2947
41223,96,21892
41222,306,5447
41220,180,2687
41218,1055,6167
41217,75,22572
41215,89,497
41214,705,2362
41212,96,692
41210,110,8507
41208,383,6057
41205,3834,4297
41204,2966,362
41203,3337,4447
41200,4639,1352
41199,2203,14832
41198,2959,22352
41197,306,28427
41195,1167,7827
41194,1125,417
41192,1083,2797
41190,873,7002
41188,873,697
41186,614,19487
41185,1440,43137
41184,2560,13127
41183,285,1607
41182,1405,512
41181,1734,17477
41180,3764,1907
41179,166,1232
41178,1055,11727
41177,1097,6712
41176,2357,5227
41175,1069,2517
41173,1706,29232
41171,1202,45077
41170,1237,1867
41169,1846,1122
41167,383,297
41166,2133,4862
41165,1153,132
41164,1153,452
41163,2665,16817
41160,2525,4027
41159,313,5762
41156,2812,13987
41155,593,13997
41154,1349,1667
41153,264,14067
41152,712,1112
41150,908,9327
41149,1153,3032
41148,936,2497
41147,4135,1802
41146,19,7457
41145,383,1677
41143,537,14682
41142,187,427
41139,299,1927
41138,453,1442
41136,1363,38627
41135,1125,2947
41134,1888,1532
41133,1510,1262
41132,425,1472
41130,390,777
41129,1265,6347
41126,768,8022
41125,1440,32687
41124,2735,8722
41123,2903,1052
41121,285,9207
41120,1965,5832
41119,873,19517
41116,390,952
41115,1006,1297
41114,887,152
41113,845,512
41112,1426,26502
41111,1230,12162
41110,1342,9057
41109,971,1927
41108,313,1792
41107,285,617
41105,537,7097
41104,3946,3492
41103,82,8502
41102,187,1457
41101,1790,9807
41100,327,12892
41099,26,15027
41098,1041,4132
41095,1426,5442
41094,1755,1817
41093,2595,567
41092,908,11607
41091,1139,2802
41090,537,4482
41089,2938,6217
41088,1482,1347
41087,75,6867
41086,4163,2612
41085,2707,4267
41084,908,14237
41082,173,722
41081,2175,8217
41080,1349,5837
41079,1468,8517
41078,4016,6702
41077,334,1412
41076,677,2947
41074,145,3062
41073,404,27432
41071,2791,2252
41070,565,1402
41069,446,2702
41068,3764,857
41067,481,2017
41066,404,17432
41065,922,4122
41063,712,197
41062,383,3497
41061,1846,13787
41060,180,14822
41056,852,847
41055,3295,1232
41054,2245,14682
41053,131,642
41052,3435,11607
41051,1454,20382
41050,2721,6592
41049,1139,2032
41048,4387,2342
41047,2399,20082
41046,2560,337
41044,957,1007
41043,264,4717
41041,404,8147
41038,530,337
41033,1860,4147
41032,712,4907
41030,3624,527
41028,530,20852
41027,1384,5587
41026,2168,9042
41022,1202,2357
41021,2896,1512
41018,614,31552
41017,838,9327
41015,1419,6502
41014,852,16537
41013,439,39707
41012,2987,842
41011,1832,592
41010,208,12642
41009,327,12187
41008,1426,7697
41007,3204,25897
41006,2770,5487
41005,201,30217
41002,3897,4482
41001,26,6192
41000,1013,2132
40998,3148,422
40997,292,342
40996,1545,16712
40995,320,4932
40994,208,10977
40993,2693,2082
40992,3561,2407
40991,873,11317
40990,1314,4002
40989,2994,5112
40988,390,5807
40986,425,302
40985,698,13207
40984,2777,8782
40983,12,6537
40982,1461,152
40980,1307,5177
40979,544,1172
40978,1167,9247
40977,761,2107
40976,180,38192
40975,922,13172
40973,3883,11652
40972,1013,3207
40971,1811,13357
40970,2126,11557
40968,222,22407
40967,1524,1297
40966,747,11982
40965,1790,11407
40963,1097,2017
40962,1041,1442
40961,530,16892
40960,306,37037
40959,2084,7222
40958,1202,26097
40957,1153,7072
40956,1111,3762
40955,481,18507
40954,2294,5787
40953,1468,25692
40952,110,7617
40951,4247,1367
40950,2798,927
40949,2259,7362
40948,957,15152
40947,271,24867
40946,544,1602
40945,82,9667
40944,404,82
40943,383,2072
40942,1741,5442
40941,859,3352
40940,1174,12507
40939,2301,12722
40938,82,8902
40937,873,157
40936,3428,1292
40934,684,13447
40933,201,2432
40932,460,1972
40930,320,4117
40929,537,12087
40928,1363,2307
40927,1958,4377
40926,1783,3142
40925,2427,2117
40923,2014,5052
40922,677,1667
40921,208,5312
40920,1069,12442
40919,1531,4012
40918,61,40307
40917,201,10237
40916,285,8107
40914,796,3887
40913,257,5762
40908,873,9392
40905,3113,1707
40904,1426,17957
40903,341,4932
40902,1146,1397
40901,1202,4692
40900,873,6087
40894,1916,4047
40893,411,952
40891,530,33512
40890,103,2847
40889,3505,5587
40888,82,35222
40887,376,417
40886,642,14327
40885,208,357
40884,313,24542
40883,432,4297
40882,2161,14757
40881,971,1802
40879,635,21362
40878,446,1727
40876,1125,12947
40874,383,6097
40873,1300,16772
40872,271,10027
40871,271,3397
40870,96,24337
40869,82,17107
40867,3540,592
40866,3547,3412
40865,698,2622
40862,3988,9247
40861,3561,3947
40859,3155,4097
40858,1496,16127
40857,180,15352
40856,866,3922
40853,1454,2077
40852,2259,4692
40851,320,4752
40848,481,1232
40847,2049,1742
40846,1909,9337
40845,397,17082
40844,1097,2077
40843,271,882
40842,747,4647
40841,1118,8762
40840,19,6527
40839,341,522
40837,4541,1612
40836,894,27607
40835,2035,19712
40834,1237,1352
40833,12,11167
40831,3708,40937
40830,2259,10137
40829,320,3732
40828,1601,8042
40827,2385,16527
40826,2763,8207
40824,348,592
40822,558,36222
40821,3253,1232
40820,47,4437
40819,152,622
40818,194,202
40817,2049,417
40816,1790,4037
40813,341,12857
40812,2035,13792
40811,1349,15527
40808,180,15502
40807,1531,2117
40806,3358,402
40805,1909,42
40803,1510,2372
40802,922,25312
40801,4408,7317
40800,1545,6657
40799,397,327
40798,3883,3562
40795,908,3677
40794,4184,9847
40793,3281,1412
40792,2378,1347
40790,3351,39382
40789,355,24712
40788,2749,36997
40787,1972,3272
40786,2490,2667
40785,705,5917
40783,4023,137
40781,481,1372
40780,2315,19587
40779,1790,9867
40778,383,17132
40777,2826,7067
40776,404,27267
40775,1230,607
40774,2385,6362
40773,481,11127
40771,2770,1387
40770,684,3472
40769,75,1457
40767,173,557
40766,614,8492
40765,1286,4912
40764,425,3122
40763,796,4512
40762,614,1842
40761,201,1547
40760,1125,5297
40759,2140,4352
40758,3141,2012
40757,1727,1982
40756,3001,10827
40755,404,3462
40754,313,32917
40753,1713,16127
40752,698,1037
40751,908,12212
40750,1426,1212
40749,1132,12252
40748,2427,3217
40747,82,38367
40745,110,5487
40744,1545,26532
40743,2882,21847
40742,362,8042
40740,425,9082
40739,222,537
40738,1083,9692
40737,2315,10772
40735,4541,12437
40734,3932,3762
40733,362,9467
40731,2616,2352
40730,1069,7827
40729,1559,26322
40728,2427,1052
40727,12,742
40726,2896,4082
40725,201,43762
40722,1762,10327
40721,82,5587
40720,2399,36767
40719,2441,18892
40718,3400,28162
40717,1069,4177
40716,1853,1232
40714,4527,1222
40713,383,6162
40712,397,1937
40711,537,9552
40710,873,7847
40709,614,39737
40708,257,97
40707,1643,757
40706,481,22432
40705,530,7657
40704,4604,9077
40703,397,2257
40702,2805,11382
40700,383,4597
40699,1111,417
40698,320,477
40697,971,1727
40694,1174,6652
40693,2371,4642
40692,320,2672
40691,131,7802
40690,180,40707
40689,1244,11427
40688,376,6627
40687,334,1232
40686,873,972
40685,1888,427
40684,2308,4657
40683,110,7867
40681,677,1182
40680,82,41912
40679,586,42382
40678,866,6902
40677,873,2632
40675,383,862
40674,320,37687
40673,152,2462
40672,3757,312
40671,3036,3802
40670,1979,14267
40669,1370,2477
40666,1258,11157
40665,2693,10882
40664,1069,1172
40663,1531,3617
40661,2350,1192
40659,1573,7567
40658,3442,2312
40657,4408,5427
40654,558,6587
40653,1013,2707
40650,1013,5132
40649,2434,8557
40648,3064,857
40646,789,887
40645,4135,5057
40643,75,19652
40642,1524,9282
40641,922,5582
40639,96,25842
40636,320,9552
40635,824,7447
40633,383,17062
40632,1580,4157
40631,964,1442
40629,614,1777
40628,1419,1497
40626,2427,7112
40625,2378,8167
40624,712,577
40623,306,3522
40621,180,12842
40620,579,4582
40619,649,6107
40617,75,497
40616,2805,2017
40615,82,10297
40612,103,17067
40611,82,15847
40610,775,1547
40607,4429,39692
40606,299,16317
40605,957,8387
40604,2791,3897
40603,1405,8637
40602,1251,16952
40601,264,6897
40599,180,6592
40598,1013,15407
40597,782,5162
40596,82,30137
40594,1629,11737
40593,2588,2207
40592,222,23782
40589,3554,857
40588,2553,17987
40587,1832,2242
40585,1615,422
40584,614,5402
40583,1034,4117
40582,873,10902
40581,852,2997
40580,481,24392
40579,712,582
40578,3183,17
40576,306,10197
40574,488,257
40573,201,4177
40572,1426,28767
40571,152,3517
40570,1531,15657
40569,285,9457
40568,537,1452
40567,1426,2322
40566,1139,11757
40565,1538,1182
40564,1307,4522
40563,635,2182
40562,635,10412
40561,313,17482
40558,1167,1182
40557,334,12927
40555,61,5292
40554,54,5447
40553,4310,4012
40552,1041,2312
40551,2525,16527
40550,3295,417
40548,537,1622
40547,397,16857
40546,1111,6637
40544,201,27097
40543,1643,1582
40542,957,8692
40539,89,19017
40538,131,5622
40537,747,2367
40536,1412,582
40535,684,692
40534,257,1382
40533,467,5077
40532,2875,3797
40531,908,2622
40530,264,3372
40529,152,15722
40528,3078,29072
40527,1440,3912
40526,544,82
40524,481,8432
40523,271,667
40521,82,37862
40520,1468,4707
40519,873,39577
40517,355,952
40516,3946,12382
40515,3351,1802
40514,369,2312
40512,4310,3832
40511,2189,1402
40510,4408,502
40509,313,15947
40508,810,4327
40507,3876,16412
40505,1692,12957
40504,54,3627
40503,285,14652
40502,2077,39082
40500,1531,6127
40499,264,3417
40498,2553,13912
40497,537,13547
40496,208,15692
40495,1272,24392
40494,1013,27897
40493,3281,11537
40491,4506,3092
40490,2035,5962
40489,75,3347
40488,1006,7262
40486,2392,13682
40485,61,8447
40484,320,9427
40483,3498,7207
40482,537,11557
40481,194,26097
40480,1335,7742
40479,2399,2077
40478,3701,237
40476,201,27197
40475,1328,4437
40474,383,21177
40473,3323,2112
40472,1027,2012
40467,873,16042
40466,208,3797
40465,285,35517
40464,208,5702
40463,1125,21417
40462,103,987
40461,4457,47
40460,3666,3957
40459,404,12647
40457,747,6097
40456,4464,7582
40455,1111,9992
40454,96,7177
40453,2077,957
40452,747,12832
40451,1230,177
40450,2644,102
40448,82,1992
40447,383,41717
40446,222,4357
40445,1545,10567
40444,1748,21062
40443,439,1442
40442,607,3057
40441,2007,2017
40440,355,2417
40439,1279,2407
40438,481,4462
40437,180,1727
40436,2091,4082
40435,61,36317
40434,3561,592
40433,1125,11737
40431,362,3292
40429,1853,417
40428,607,722
40427,1825,5082
40426,796,1242
40425,404,30012
40423,4317,6627
40422,2644,9152
40420,873,2702
40419,2826,5442
40418,75,12142
40416,26,2377
40415,3764,672
40414,3561,442
40413,397,5082
40412,404,1037
40410,4625,5062
40408,257,5122
40407,4023,5327
40406,1069,1887
40405,705,1367
40403,2357,20702
40401,1538,2347
40400,894,1762
40399,1839,3032
40398,320,16067
40397,2532,13102
40396,2385,19802
40395,320,3212
40394,628,9777
40393,2266,697
40392,285,19077
40391,3120,102
40390,4296,1412
40389,12,10522
40388,866,4382
40386,3953,4372
40385,2525,13052
40383,3323,10672
40382,922,2462
40381,1041,4147
40380,3498,8322
40379,1237,15722
40378,2798,10987
40376,838,7927
40375,908,9402
40374,2357,11407
40372,1321,212
40371,2189,2202
40370,740,1512
40368,1041,8357
40367,1685,1037
40366,2581,7927
40365,2189,6087
40363,89,2667
40362,264,3757
40360,75,12162
40359,614,11572
40357,2700,7367
40356,2574,6952
40355,4415,1092
40354,635,16537
40352,341,3142
40351,257,14657
40350,306,25417
40348,2525,5162
40347,3477,10607
40344,2007,5077
40343,1804,24997
40342,2133,532
40341,922,12897
40340,383,4257
40339,4513,4792
40337,1202,1607
40336,866,2732
40335,208,5542
40334,1111,10247
40333,383,5707
40331,663,20082
40330,2770,6872
40327,719,692
40326,740,1342
40325,2021,2117
40324,1524,35437
40323,3302,37
40321,2882,31702
40320,2021,8207
40319,2525,4502
40317,2119,8862
40316,75,22262
40315,677,3792
40314,2448,2217
40313,19,9957
40312,2721,8417
40310,1790,14777
40308,2315,1937
40306,1111,30087
40305,1503,1037
40304,607,4617
40301,2357,2407
40300,747,18162
40299,1174,8492
40298,3967,7827
40296,747,2052
40295,600,7837
40294,761,417
40293,782,27987
40292,782,7352
40291,1230,1792
40290,3155,3762
40289,2532,8882
40288,2497,2112
40287,208,33722
40286,19,11937
40285,285,27067
40284,2427,3947
40283,1090,1832
40281,1944,2612
40280,1790,4617
40279,2553,28437
40278,2217,2732
40277,320,24452
40276,1804,8167
40275,2014,5022
40273,1174,52
40272,1202,16447
40271,2070,15032
40270,404,612
40269,747,3472
40268,1720,9237
40267,670,1032
40266,2847,3957
40265,712,6922
40264,1608,15787
40263,1328,6107
40262,565,2182
40261,1286,1962
40259,1426,27547
40258,411,6882
40257,320,6402
40256,306,967
40255,376,332
40254,1517,4497
40252,698,8877
40251,75,17482
40250,887,392
40249,1146,22862
40248,3386,172
40247,306,2692
40246,4310,942
40245,82,44792
40244,320,23547
40241,2875,582
40240,726,8527
40239,320,25132
40238,3463,3762
40236,3442,3177
40234,1125,13532
40233,488,337
40232,4422,6697
40231,4149,11607
40230,2014,4672
40229,698,7207
40228,1643,7927
40227,271,9987
40226,82,422
40222,404,7527
40221,166,2727
40218,691,13317
40217,474,18177
40216,3582,957
40215,271,5442
40214,61,4692
40213,82,2302
40212,3295,3902
40211,719,4082
40210,2077,12542
40209,957,4502
40208,1125,2177
40206,880,15517
40205,2399,22217
40204,124,11657
40202,1440,19547
40198,117,5082
40196,2140,8002
40194,1216,3852
40192,2896,1967
40191,2385,21417
40190,264,22117
40189,180,6662
40188,2000,16722
40187,313,27852
40186,3204,3217
40185,82,7347
40184,4149,2357
40183,12,19857
40182,1258,1092
40181,873,3697
40179,201,2582
40178,124,2372
40177,873,9677
40175,873,19487
40174,873,172
40172,320,10342
40171,1258,532
40170,2448,11652
40168,2077,4502
40167,719,1452
40166,75,13652
40165,1013,9402
40164,789,11462
40163,397,3222
40162,698,6202
40161,810,15772
40160,530,3612
40159,747,4607
40158,838,1037
40157,75,43597
40155,1006,35617
40154,2161,19827
40153,306,13897
40152,1587,2407
40151,936,8742
40150,1202,582
40149,4303,13982
40148,3792,912
40147,2917,3122
40146,54,3862
40145,439,2547
40144,796,19192
40142,306,9392
40141,1237,17562
40140,803,3977
40139,2525,377
40137,1426,13117
40136,3477,12892
40135,789,5697
40134,2084,15087
40133,264,9787
40132,1867,3762
40131,383,20252
40130,2112,6747
40129,1202,9812
40128,383,6832
40126,2077,697
40124,19,9057
40123,2252,4617
40122,75,11867
40120,1006,4782
40119,2343,5237
40117,614,16952
40116,320,5307
40115,2056,8547
40113,754,17502
40111,2385,2622
40109,1111,6372
40108,1524,4497
40107,2567,3762
40106,831,4417
40105,3617,23562
40104,383,3362
40103,3491,5942
40101,1335,4532
40100,768,6287
40098,824,9572
40097,1153,27057
40096,1552,1522
40095,208,6527
40094,705,9497
40092,964,2752
40091,152,4437
40090,1559,27427
40089,2385,28627
40088,607,35712
40087,747,6512
40084,89,32817
40083,866,2207
40082,1202,16477
40081,397,14602
40080,1811,18887
40079,1041,1657
40078,1202,17217
40077,82,8352
40076,698,1492
40075,390,3802
40074,19,7607
40073,670,1427
40072,873,18287
40070,2371,3072
40069,1230,6032
40068,1405,17
40067,124,17217
40066,936,10417
40065,1531,5757
40064,173,882
40062,1545,31157
40061,1979,11587
40060,40,6192
40058,3379,7047
40056,376,7927
40055,2525,8322
40054,901,1442
40052,3078,2217
40051,1279,12047
40050,1944,16967
40049,40,2932
40048,1426,2962
40045,1006,4122
40044,1146,4692
40043,187,3927
40041,2140,18212
40040,1475,1172
40039,1328,13197
40038,1440,4677
40037,1041,24807
40036,824,2002
40035,110,7197
40034,3071,15657
40033,467,11412
40031,1090,2857
40029,320,25857
40027,383,15687
40025,1062,13272
40024,2847,3797
40023,96,3752
40022,747,31817
40021,1111,3677
40019,999,2032
40018,3701,19812
40016,19,1217
40014,1734,35987
40012,1349,4657
40011,383,18217
40010,1132,4697
40009,271,307
40008,1216,27952
40007,2644,1182
40004,761,6407
40003,2742,1967
40002,4576,1112
40001,12,20427
39998,124,1892
39997,2357,2117
39996,362,17057
39995,537,15042
39994,1272,37
39993,873,2202
39989,2637,7292
39985,26,24092
39984,3393,2802
39983,1258,7667
39982,1524,502
39981,2427,14602
39980,1020,37
39978,1860,13367
39977,1104,4167
39976,3078,1402
39975,61,1307
39973,3064,12012
39972,2742,2217
39971,96,197
39970,306,1617
39969,1720,8222
39968,880,29252
39967,1279,9552
39966,19,1307
39965,264,11357
39964,1069,532
39963,2042,197
39962,82,8287
39961,495,3097
39960,1790,6587
39957,1797,7477
39956,383,2642
39954,89,29397
39953,1041,572
39952,2448,1017
39950,124,10027
39949,726,5482
39948,362,11527
39947,1104,7227
39946,1944,1637
39945,3106,7827
39944,2168,2667
39943,3036,19032
39941,740,10327
39940,1132,67
39939,3946,967
39937,1111,5692
39936,320,3522
39935,82,23302
39933,1622,1092
39932,285,9522
39931,2714,6277
39930,1055,3082
39929,1615,4707
39928,2385,15197
39926,2973,3942
39925,677,402
39924,1174,5857
39923,257,7792
39922,607,5967
39920,2315,30937
39919,1790,8397
39918,1300,14767
39917,152,1832
39916,663,18627
39914,1216,20632
39913,2077,27452
39912,4436,5977
39911,1545,21537
39910,1125,34717
39909,341,2322
39907,1111,5162
39906,3337,5327
39905,383,9327
39904,481,28167
39903,1111,12207
39902,1559,18652
39901,733,6627
39900,271,3772
39899,1244,6567
39895,2868,4382
39894,110,11247
39892,3911,16832
39891,3617,852
39890,404,21217
39888,1734,12692
39887,306,13817
39886,341,1192
39885,579,477
39884,222,13547
39883,1748,2862
39882,1909,22437
39881,1426,7567
39880,4219,892
39879,4415,832
39877,320,26222
39876,2084,10812
39874,621,7822
39873,1041,9652
39872,922,2692
39871,355,17107
39869,82,20897
39868,754,8377
39866,4478,5477
39865,404,9272
39864,292,13977
39863,2133,662
39862,1853,5227
39861,334,5777
39860,404,2052
39859,712,4302
39858,320,14342
39857,642,5982
39856,3750,7207
39855,243,2992
39853,117,957
39852,747,5897
39851,1300,2402
39850,2049,8687
39849,3519,15752
39848,3561,452
39847,1174,2352
39845,747,8322
39843,495,3177
39842,4324,1292
39841,2399,402
39840,1580,24827
39839,1923,15852
39838,3561,42092
39837,544,1297
39836,3141,1547
39835,523,3797
39833,110,30707
39831,3190,16152
39830,754,27947
39829,1300,12252
39828,404,15602
39827,1083,2127
39826,761,2657
39825,3183,11427
39824,2070,902
39823,4121,5667
39822,2035,16777
39821,299,4692
39820,3393,5772
39818,2637,347
39817,1741,5022
39814,719,10327
39813,2777,8862
39812,747,34367
39811,3918,5837
39810,621,13512
39809,75,24482
39808,1902,2037
39806,3218,377
39804,474,122
39803,2910,9877
39802,649,892
39801,1244,15237
39800,1692,39042
39799,1531,8572
39798,257,28057
39797,544,177
39796,2672,6697
39795,670,3787
39794,3967,2312
39793,82,43982
39792,2770,5797
39789,3092,21977
39788,2868,8397
39787,558,7422
39786,390,372
39785,3778,967
39784,82,10212
39782,152,18517
39781,1020,417
39780,404,1412
39779,75,32917
39778,516,362
39777,3869,5737
39776,404,5197
39772,299,14872
39770,1174,5297
39768,3547,9782
39767,635,39347
39766,306,28117
39765,2441,22767
39764,1202,16312
39763,2049,1497
39762,4345,12942
39761,1510,3977
39760,1797,26762
39759,684,592
39758,4135,5442
39757,614,7542
39756,208,1007
39754,96,857
39753,1405,10522
39751,922,14907
39750,4086,21632
39749,1538,13987
39748,285,20557
39747,439,12907
39746,2245,3047
39745,82,18382
39743,957,18627
39742,1104,3792
39741,663,26422
39740,1006,5942
39739,726,35307
39738,201,15272
39737,698,1802
39736,285,3917
39735,698,15042
39734,306,8657
39733,1300,4897
39732,1958,13037
39731,1783,32
39730,61,10712
39729,1741,5647
39727,124,2682
39726,110,6647
39725,1174,5667
39724,19,7842
39721,1111,2537
39719,621,1202
39718,201,62
39717,2448,1702
39715,1069,1912
39714,2455,9837
39713,320,582
39711,1034,2417
39710,1069,1547
39708,383,30767
39707,61,1972
39706,75,1147
39705,89,7297
39704,1335,15672
39702,4184,22022
39700,2539,6912
39698,383,12982
39697,4156,11652
39696,1524,3897
39695,3127,14632
39694,2399,11862
39693,572,24802
39692,1895,5382
39690,3218,26742
39689,2231,6032
39688,1769,2342
39687,1426,35807
39685,782,40002
39684,1097,4187
39683,1972,1797
39682,432,14992
39681,698,13177
39680,1398,1107
39679,2553,18032
39676,1146,1327
39675,754,13792
39674,3925,18362
39673,3120,5407
39672,264,7992
39671,474,12122
39670,1909,2622
39669,1041,16247
39668,180,1462
39667,2560,15272
39666,362,5442
39665,747,13922
39664,537,8167
39663,2441,5407
39662,614,11262
39661,1230,18862
39660,3694,8812
39655,4667,8842
39654,936,1892
39653,712,337
39652,2532,2607
39651,208,21552
39649,89,10282
39648,4345,1547
39647,614,8207
39646,1979,14497
39645,705,9792
39644,887,3857
39643,1832,9537
39642,2553,412
39641,782,21862
39640,75,28397
39639,236,6182
39638,1195,6277
39637,2448,2457
39636,2945,16437
39635,2371,15937
39634,1440,7417
39633,677,10137
39632,96,11577
39631,1790,3207
