    ,user,movie
14708,1153,11427
14707,1531,9047
14706,12,6107
14704,2448,31577
14703,320,6617
14702,1615,15772
14701,12,28057
14700,628,15047
14699,180,11612
14698,2231,2117
14697,2077,17
14696,3225,1007
14695,1335,2207
14694,383,1202
14693,166,10047
14691,208,1907
14690,383,19622
14689,4555,12527
14688,1608,3082
14687,3120,5442
14686,1552,6707
14685,96,12492
14684,2693,102
14683,187,10842
14682,110,3122
14681,1713,8862
14680,558,2347
14679,2210,6832
14677,3015,5807
14676,614,882
14675,1139,9957
14674,446,14087
14673,1426,19002
14672,341,31467
14671,1146,6132
14670,250,7067
14669,201,9642
14668,2553,3837
14666,152,277
14665,1608,6287
14663,621,11537
14662,544,1232
14661,1405,422
14660,712,502
14659,1671,522
14658,453,9417
14655,383,4952
14654,922,1227
14652,124,12007
14651,75,21157
14650,439,6707
14649,26,24427
14648,642,11732
14647,1692,33882
14646,3393,1227
14644,859,787
14642,1790,2227
14640,1930,1232
14638,82,28327
14636,1153,1882
14634,341,487
14633,2889,6582
14632,1111,35002
14631,3400,7582
14628,299,10137
14627,299,2607
14626,12,18962
14625,82,34552
14624,908,16832
14623,397,13547
14622,89,25247
14621,936,3307
14620,4114,9152
14619,75,4802
14618,2364,37
14617,383,21667
14615,82,20512
14614,82,7657
14612,3393,11737
14611,3344,4497
14610,1230,14922
14609,285,9877
14608,194,2137
14607,1734,21502
14606,3127,18887
14603,1993,952
14602,3064,5747
14601,1265,32507
14600,621,4582
14599,1958,8047
14598,306,192
14597,75,32092
14596,873,7412
14595,1566,5427
14594,1440,19432
14593,75,35112
14592,2098,362
14590,1461,5532
14589,3946,2712
14586,747,4737
14585,320,40322
14584,320,17087
14583,2007,5227
14581,1636,2517
14580,2357,2227
14579,4366,26642
14578,4562,5257
14577,530,13377
14576,1783,22112
14575,3351,2202
14574,264,7782
14573,75,4837
14572,3799,8042
14571,1272,1197
14570,2588,237
14568,194,9172
14566,75,6502
14565,936,6482
14564,481,27352
14563,4457,417
14562,271,2202
14561,2441,4122
14560,285,8322
14559,362,3517
14558,397,4512
14557,3323,952
14556,2553,2622
14555,698,1147
14554,180,10887
14553,1076,6167
14552,313,5012
14551,635,26737
14550,152,7367
14549,285,337
14548,873,17792
14547,2140,152
14546,502,2342
14545,4100,5582
14544,2448,13702
14543,3862,4692
14542,1426,22832
14541,425,5132
14540,3414,2132
14539,530,1912
14538,2112,302
14537,3498,5612
14536,656,2822
14535,334,9077
14534,936,3622
14533,1251,4082
14532,3575,11537
14531,2455,11932
14530,1111,877
14529,278,6912
14527,551,4532
14526,1706,32477
14525,313,22857
14524,922,822
14523,264,10112
14522,1811,7237
14521,1216,22782
14520,264,3062
14519,75,7037
14518,614,17462
14516,1300,45087
14515,1986,277
14514,26,18652
14512,1146,7767
14508,1643,1367
14507,747,43917
14506,1769,3307
14505,292,25747
14504,82,15457
14502,873,36312
14501,2595,3177
14499,3001,1347
14497,124,1877
14496,1993,57
14495,82,8852
14494,4380,2857
14493,2385,16667
14492,572,3622
14490,1118,6157
14489,544,6502
14488,2315,5527
14487,12,382
14486,96,6222
14485,2168,8067
14484,82,6007
14481,1041,792
14478,2938,11552
14477,1524,1347
14476,936,1982
14473,3589,2132
14472,2252,5107
14470,1706,5632
14469,82,34562
14468,362,11692
14467,2357,16812
14466,838,8397
14465,61,8142
14464,383,11867
14462,299,7407
14460,3715,82
14459,383,10182
14458,1104,8302
14457,2035,5442
14454,1916,9092
14453,782,2352
14452,607,122
14451,4380,2752
14448,1097,7222
14447,1671,7197
14446,537,5112
14445,894,11142
14444,1986,26467
14443,537,9207
14442,887,14127
14441,495,25267
14440,544,6987
14439,2749,4957
14436,110,12382
14434,383,29797
14433,2700,5817
14432,4331,57
14431,89,7517
14430,1272,1182
14429,3911,18862
14428,467,4707
14427,922,11557
14426,2098,24387
14425,82,17157
14424,1804,16677
14423,1986,29807
14422,1909,6892
14421,12,18587
14420,75,12
14419,3869,18887
14418,1580,662
14417,3323,4697
14416,481,13432
14415,831,1107
14414,474,11737
14412,2770,11237
14408,537,25347
14407,271,6687
14405,306,27332
14404,166,18797
14403,635,26237
14402,684,25187
14401,26,10152
14400,3302,2407
14399,1692,17237
14398,1916,10047
14397,306,16527
14392,761,6332
14391,1615,3367
14390,404,1182
14388,1972,9412
14386,208,2227
14385,2448,33627
14384,1013,9957
14383,4177,3067
14382,320,6102
14381,523,2182
14380,2175,13947
14379,2448,21572
14377,2686,9002
14376,82,8377
14375,2525,1292
14374,2308,6347
14373,558,3847
14371,201,10617
14370,271,28837
14369,4149,3797
14365,873,15917
14364,1510,9402
14363,866,14927
14362,2224,307
14361,2693,987
14360,2084,7262
14359,838,3472
14358,4380,3897
14357,1636,377
14356,1202,3877
14355,747,5532
14354,481,6492
14353,1468,6357
14352,3036,9512
14351,12,9882
14349,299,15092
14348,2259,582
14347,1615,917
14346,341,16662
14345,803,7007
14343,1041,3552
14342,404,12352
14340,3295,8587
14339,1006,1892
14338,2875,10442
14336,544,14442
14335,180,38027
14334,257,14087
14333,698,12492
14331,2287,342
14330,4695,2112
14329,1111,52
14326,1237,2852
14325,754,11717
14324,677,197
14323,1825,2632
14322,1426,4252
14320,2049,5587
14319,2819,3082
14318,712,14567
14317,404,11327
14314,2245,21012
14313,2070,21552
14312,1328,2447
14310,180,9312
14309,222,1472
14307,208,4382
14306,1146,8002
14305,12,15957
14303,922,8517
14302,1846,4237
14301,271,31152
14300,201,26422
14299,754,5002
14298,1853,26742
14297,558,11667
14296,3232,12782
14295,96,3707
14294,908,3847
14293,383,15347
14292,152,12412
14291,2742,2352
14290,964,22452
14289,404,4537
14287,1909,672
14285,2203,1192
14283,271,2632
14281,2973,582
14280,3582,3797
14279,2770,1037
14278,404,3612
14277,544,1202
14276,852,1172
14274,3183,422
14273,873,10477
14272,3148,1442
14271,285,2462
14270,2077,23877
14269,2616,3947
14268,3015,927
14267,1909,9537
14266,1132,1982
14265,1636,1737
14264,2392,11657
14263,2378,1637
14261,1895,11187
14260,1006,30807
14259,124,5207
14258,47,2632
14257,3470,12412
14256,362,5767
14255,19,102
14254,390,307
14252,131,1197
14251,2644,1192
14250,299,17997
14249,873,667
14247,2896,32527
14246,677,11072
14244,1468,7972
14243,264,9497
14242,341,3842
14241,383,2497
14240,1531,5897
14239,866,32287
14237,936,15287
14236,2875,4517
14235,936,25612
14234,558,21352
14233,82,5502
14231,957,3562
14230,1426,722
14228,2098,102
14227,1195,2947
14226,2476,2182
14224,1762,3912
14223,1174,29887
14221,3540,10897
14220,1013,2082
14219,334,742
14218,908,10662
14217,124,22837
14216,936,7567
14215,2070,27987
14214,1734,17782
14213,1153,1512
14212,264,4877
14211,1804,6567
14209,943,4657
14207,2385,4647
14206,3988,9782
14204,4177,23202
14202,1013,13792
14201,3092,38707
14200,3764,1452
14199,551,11502
14198,684,2197
14197,208,22892
14194,1426,8152
14193,257,37682
14192,1041,1147
14191,2896,3082
14190,1566,26027
14189,537,5107
14186,1825,87
14185,635,33987
14183,12,13902
14181,1916,18177
14180,544,1802
14179,1167,3402
14178,264,207
14177,1895,2377
14176,299,13032
14175,285,23882
14174,1790,582
14170,1475,1232
14169,3155,7822
14168,1853,1707
14167,1405,25297
14166,82,36782
14165,1888,797
14164,614,112
14161,3925,15237
14160,2665,25772
14159,208,4727
14158,523,2242
14156,1391,16052
14155,1888,417
14154,1636,292
14153,75,17342
14152,1202,17992
14151,2847,2792
14150,1097,40537
14149,1391,5772
14148,1748,357
14146,2231,30352
14145,201,35642
14144,852,11262
14143,908,10532
14142,831,10217
14140,390,5022
14139,320,20602
14138,1153,13857
14137,712,192
14136,873,22852
14135,152,9312
14133,313,2332
14132,75,13042
14131,614,1987
14130,439,44082
14128,3323,3842
14127,3407,3472
14125,1475,2312
14123,4562,337
14122,747,33077
14121,383,17312
14120,124,13482
14118,824,5322
14117,2287,347
14114,1349,722
14112,124,13292
14111,1734,23777
14110,1622,19802
14109,460,1177
14107,2175,36327
14106,82,4577
14104,201,6897
14103,201,24477
14100,670,9227
14099,712,7337
14098,1468,45017
14097,502,9987
14095,1426,7692
14094,383,41477
14093,222,1282
14092,887,6912
14090,320,19397
14089,712,6167
14088,383,2872
14087,719,742
14086,1055,7902
14083,404,25982
14082,1734,5077
14081,1405,887
14080,19,21102
14079,222,25987
14077,873,1607
14076,180,41462
14075,530,2207
14074,607,4437
14073,3477,9057
14072,537,1192
14071,26,1282
14070,782,18387
14069,1349,3367
14068,383,4522
14066,677,2997
14065,530,27437
14063,2378,2132
14062,362,10027
14060,334,4752
14058,873,31712
14056,2315,15122
14055,908,2357
14054,2140,17027
14053,75,1352
14052,1069,25877
14051,404,12142
14050,124,37
14047,1139,372
14046,2343,4907
14045,3295,11732
14044,481,1787
14043,747,18732
14042,2112,21787
14041,82,18097
14040,82,13367
14039,1440,4782
14038,26,1257
14036,2245,2587
14033,439,2057
14032,1993,557
14031,2875,6527
14030,222,10672
14029,271,3057
14027,2203,6147
14026,285,2232
14024,530,8642
14022,75,22217
14021,1727,9427
14020,481,19787
14019,201,7542
14018,383,32697
14017,320,30077
14014,1097,7332
14013,404,2327
14012,2420,3167
14010,922,13157
14008,1426,43062
14006,3519,24032
14005,4590,952
14004,2140,822
14002,1426,22862
14001,4282,18242
14000,404,6357
13999,2511,24387
13998,698,6747
13997,285,29962
13996,2077,24297
13995,1853,3907
13994,383,1292
13991,2343,7827
13990,26,18857
13989,299,11657
13988,1125,3472
13987,1419,1232
13986,19,11407
13984,1734,7192
13983,677,307
13982,1223,9692
13981,306,4602
13980,2602,11142
13978,873,6332
13977,2238,3172
13976,782,19717
13974,4016,1412
13973,271,12927
13972,1363,1347
13971,19,1222
13970,285,34677
13969,2889,9027
13968,285,4122
13966,453,422
13964,3561,19107
13963,2651,4027
13962,2532,33537
13961,1587,4022
13960,1237,15157
13956,1790,7902
13953,481,22972
13952,957,7557
13951,61,1452
13950,257,237
13949,383,642
13948,2196,2862
13946,75,35342
13945,390,32172
13944,1909,5162
13943,2931,2802
13942,12,16392
13941,2448,28087
13940,4009,547
13939,313,7292
13937,1426,307
13936,859,2512
13934,4646,16247
13933,313,4137
13932,131,10707
13931,481,6442
13930,3617,1672
13929,2210,2512
13927,299,24392
13926,2875,1987
13925,761,4787
13922,131,18382
13921,2553,15252
13920,194,152
13919,2315,15172
13918,2805,47
13917,3225,5107
13916,1825,5227
13912,3064,16672
13911,635,8667
13910,481,16302
13909,3155,16437
13908,1251,567
13907,404,1647
13905,4233,6672
13904,558,29892
13903,2196,17
13901,2931,1257
13900,306,10137
13898,271,5587
13896,2210,567
13894,2217,8372
13893,3127,2997
13892,1895,20737
13891,264,5307
13890,4541,3792
13889,2294,912
13888,327,32042
13887,2392,9782
13886,614,28927
13885,383,7717
13884,12,15752
13883,3407,9492
13882,3925,2202
13881,2350,827
13880,810,87
13879,4037,1182
13878,173,5057
13877,75,1842
13876,1125,8167
13875,2567,307
13874,901,3547
13873,355,3062
13870,803,7657
13869,1006,25337
13868,712,10472
13867,1440,9672
13866,873,287
13865,12,11517
13862,75,10557
13861,1853,6122
13860,614,10872
13859,894,1397
13856,1279,6962
13855,2896,4617
13854,26,2917
13852,509,3177
13851,481,5087
13849,901,1957
13846,236,2202
13844,89,12852
13843,2595,2517
13842,2525,312
13841,201,4242
13839,376,11942
13837,530,5387
13836,1104,5172
13835,3078,11157
13833,3547,41577
13832,313,19497
13831,82,40202
13830,1426,8452
13829,3127,367
13828,1153,87
13827,446,2117
13826,3071,8222
13825,754,3092
13824,2994,3762
13823,656,25577
13821,306,22827
13820,208,8942
13819,278,9247
13818,383,39667
13817,3582,4522
13816,2357,3062
13815,383,1542
13814,75,6422
13813,383,36942
13812,754,35477
13811,124,37587
13809,4135,2057
13807,82,32357
13806,1895,1517
13804,201,1102
13803,782,14442
13801,747,9162
13800,404,24582
13799,1104,6077
13798,110,6462
13797,3946,3192
13796,873,5227
13795,1300,34237
13794,3337,1232
13792,1363,2407
13791,649,352
13790,2245,1237
13788,299,14747
13787,712,6912
13785,1300,17602
13784,1286,5052
13783,2343,17732
13781,761,3082
13780,1713,37
13779,537,18467
13778,1615,21827
13777,3400,26642
13776,1426,30487
13775,201,6422
13774,75,13387
13772,75,10677
13771,838,4437
13770,1258,3177
13769,894,8177
13768,1006,12837
13767,894,11242
13766,1300,11512
13765,2210,4187
13763,264,2217
13761,3190,3902
13757,1636,607
13756,873,7227
13754,1104,5897
13753,1111,2657
13752,1713,9127
13751,3078,262
13750,285,11417
13749,1048,1547
13748,2945,1967
13747,3393,18362
13746,404,42307
13745,817,957
13744,698,13147
13743,82,42997
13742,1958,672
13741,1545,12117
13740,19,987
13739,565,6327
13738,2728,3957
13737,75,3122
13736,2756,722
13735,768,347
13734,481,16307
13733,2315,1027
13732,82,6102
13731,712,9022
13730,607,2642
13728,544,4697
13727,1125,4887
13725,922,13947
13724,82,9282
13722,873,12052
13721,3323,4792
13720,2994,2107
13718,19,2587
13717,3848,12982
13716,4065,1347
13715,1895,6577
13714,4247,927
13713,2854,1817
13712,271,11022
13711,1461,7297
13710,3071,16012
13709,3232,277
13706,663,622
13704,1251,1107
13702,4611,33762
13701,292,277
13700,684,9447
13698,103,277
13697,1643,342
13693,40,4952
13692,1041,39172
13691,3799,5297
13689,75,5017
13688,740,1192
13687,1300,37397
13686,544,8042
13685,530,8707
13684,341,15157
13683,1083,3072
13681,229,4437
13680,4345,1847
13679,3582,2997
13678,229,1877
13676,82,19232
13674,1587,1907
13672,180,777
13671,19,9207
13669,1041,5182
13668,1272,2127
13667,3652,36947
13666,635,16867
13665,1888,527
13664,922,18517
13663,390,7882
13662,782,1872
13661,1440,7307
13660,1853,6167
13659,2084,102
13658,782,7122
13657,271,7927
13656,1055,6372
13655,2812,7892
13654,3764,7177
13653,1909,19792
13651,2665,11477
13650,705,9927
13649,1111,23907
13648,110,2442
13647,712,1517
13646,75,4697
13645,1671,4907
13644,894,3787
13643,481,10967
13642,3064,2657
13641,3309,1052
13640,12,35087
13639,831,2727
13638,999,8167
13637,1979,1667
13636,2273,3827
13635,3463,7102
13634,404,27272
13633,4303,7772
13632,383,10347
13631,1125,3622
13630,628,522
13629,1489,11737
13628,628,3072
13627,117,2012
13626,3764,4907
13625,194,722
13623,1804,42672
13621,285,11642
13620,1706,4282
13617,1020,29707
13616,4345,4772
13615,201,3312
13614,3876,25672
13613,334,402
13612,2294,2947
13611,2245,402
13610,12,1312
13609,1832,2727
13608,180,11867
13605,4156,9412
13604,2189,3802
13603,2770,30297
13601,194,7792
13599,404,31137
13598,852,10752
13597,705,1597
13596,2574,357
13595,26,3307
13594,1300,25212
13592,1426,6932
13590,152,18347
13589,82,3552
13588,3232,31152
13587,1069,5807
13586,285,1002
13585,684,18462
13582,936,402
13581,1013,1232
13580,2980,4497
13576,922,7347
13575,3078,15932
13573,306,1912
13572,404,2012
13570,698,3472
13569,1832,11622
13568,684,13837
13567,607,13547
13565,915,622
13564,4520,662
13563,915,2502
13562,803,9802
13561,3855,5082
13560,971,30392
13559,320,23507
13558,1286,25722
13556,75,24362
13555,1720,4657
13554,180,1872
13553,383,7972
13552,383,17912
13550,1034,20082
13549,82,17787
13548,1111,122
13547,3190,4992
13546,523,822
13545,320,7097
13544,152,917
13543,411,2112
13540,1860,31577
13539,537,132
13538,2532,10412
13537,2378,3407
13535,537,2547
13532,957,3597
13531,908,16447
13530,89,16817
13529,2784,957
13527,2238,37992
13526,747,2032
13525,271,4762
13524,1286,6007
13522,4373,3492
13521,355,11212
13520,719,1572
13519,3337,6922
13515,1783,4027
13514,2518,3032
13512,537,9672
13511,1762,4832
13510,2595,692
13509,19,1907
13506,3463,1257
13505,1426,16122
13504,2210,7292
13503,271,2707
13502,19,917
13499,3841,102
13498,1741,2227
13497,1692,10047
13496,404,25387
13495,1419,4692
13494,3155,6952
13492,2427,497
13491,1097,16862
13489,355,1632
13488,593,13877
13487,1559,5002
13486,110,3092
13485,719,1327
13482,26,8687
13480,838,4082
13479,1846,9357
13478,565,8472
13477,1398,197
13476,229,2382
13475,2112,337
13473,68,4522
13471,544,1442
13470,2112,3272
13469,3869,7342
13468,1685,4927
13467,936,4437
13466,3225,13177
13465,544,642
13464,4226,25022
13463,264,16092
13460,1426,8467
13458,2077,19992
13457,439,11897
13455,285,7952
13454,1216,57
13453,1790,722
13451,2238,657
13450,838,907
13449,754,4862
13447,1230,15442
13446,390,3232
13445,1622,4907
13443,285,1162
13442,3358,7822
13441,110,10812
13440,61,21097
13439,2749,1262
13438,2126,2517
13437,257,2417
13436,2287,1897
13435,1706,7062
13433,1440,1297
13432,383,2352
13431,873,29907
13430,2770,11167
13429,19,3167
13426,1559,52
13425,341,9957
13424,614,11252
13422,2357,4532
13421,698,7067
13420,2287,2732
13419,1496,13102
13418,82,27312
13417,4352,14937
13416,82,2267
13415,2189,2502
13414,61,3417
13412,2777,11512
13411,82,642
13409,1769,362
13408,257,22847
13405,75,6167
13404,2329,6562
13403,1300,8882
13402,1034,19162
13401,873,1412
13399,3092,42587
13398,1405,132
13397,1783,442
13396,2553,7872
13394,1076,3802
13393,4373,3927
13392,936,25007
13391,698,23747
13390,1286,4237
13389,1405,27657
13388,1426,6497
13387,3176,2052
13386,1804,18792
13385,1055,7122
13384,89,237
13382,1741,582
13380,922,8657
13378,145,7152
13377,75,9077
13376,1258,957
13375,12,2822
13374,320,5327
13373,397,1252
13372,278,8417
13371,2910,2342
13370,89,24607
13369,1615,1217
13368,3113,1182
13367,3617,3902
13366,1986,9412
13365,271,2787
13364,1202,19712
13363,1531,12187
13362,1398,5172
13361,75,17987
13360,1111,24842
13359,1447,4672
13358,1195,1442
13357,2315,15367
13356,201,532
13355,3078,332
13353,2252,197
13352,3155,18242
13351,852,2357
13350,404,4317
13349,1748,1907
13348,628,4112
13347,628,3307
13345,194,13612
13343,110,9747
13342,271,14957
13341,264,1192
13340,2854,4787
13339,2497,257
13337,2427,9392
13336,383,30587
13335,75,4637
13334,1776,5697
13333,4317,162
13332,1069,342
13331,957,1672
13327,2399,2822
13326,4310,12587
13325,537,1442
13323,1006,457
13322,54,1477
13321,929,11392
13320,530,22922
13319,1608,1107
13318,82,27792
13317,516,9042
13316,180,36577
13315,1440,8217
13314,1244,9022
13313,3547,6167
13312,61,3897
13311,1062,9517
13310,3995,4382
13309,824,6217
13308,264,27062
13305,3946,2642
13304,3176,342
13303,1748,257
13302,635,2852
13301,201,4842
13300,341,6657
13299,614,29522
13298,236,12492
13297,1993,10807
13296,320,13547
13295,635,6782
13293,698,4132
13289,243,42242
13288,747,1457
13287,285,4727
13286,712,32517
13285,110,11737
13284,873,6262
13283,131,5887
13282,3176,1182
13280,299,10552
13279,75,18692
13278,1496,12222
13277,474,11512
13276,1440,14202
13274,1174,12567
13273,1496,1787
13271,1755,8392
13269,712,16757
13268,1251,582
13266,614,10672
13265,82,29937
13264,1916,9837
13263,607,8322
13262,1545,4522
13260,950,3842
13259,558,882
13258,1174,42557
13256,1496,15557
13255,2021,12022
13254,3701,10607
13253,1286,27312
13252,866,13017
13250,1916,237
13249,376,8987
13248,68,3792
13246,1041,732
13245,1300,5662
13244,271,6672
13243,3757,5112
13242,89,25627
13239,1881,2382
13238,383,9707
13237,1055,6697
13236,530,1627
13235,845,10547
13233,1426,1632
13231,75,27582
13230,3232,5597
13229,747,287
13228,320,1592
13227,75,40397
13226,1300,3907
13225,82,26797
13224,82,28732
13223,299,712
13222,1251,957
13221,383,3257
13220,1356,4522
13219,1825,17002
13218,82,2832
13217,1832,357
13216,712,9492
13215,635,30527
13214,3407,3622
13213,698,18032
13212,747,2587
13210,1797,1632
13207,2140,42017
13206,243,5292
13205,705,13532
13203,327,37287
13202,3953,1397
13201,1041,18752
13200,173,7827
13197,292,8042
13196,614,19432
13195,1426,3042
13194,2049,8397
13191,1580,14212
13188,4380,3212
13187,3701,2207
13185,1174,11132
13184,481,26987
13183,1909,17667
13182,1398,1547
13181,747,1547
13180,404,23927
13179,4597,6782
13178,1440,35282
13177,75,13697
13175,1517,23492
13174,439,14862
13173,404,14757
13172,1482,1667
13171,1349,907
13170,1440,3422
13169,873,15957
13168,2812,112
13167,2945,5082
13166,2847,1567
13165,2875,7152
13164,3708,6562
13161,1104,2847
13160,1545,9497
13159,2007,15672
13158,2462,642
13157,222,3217
13156,1174,652
13155,201,30837
13154,306,307
13153,404,25657
13152,82,8407
13151,2238,7297
13149,572,2707
13148,26,2587
13147,1804,40722
13146,1825,19042
13144,1300,24372
13143,481,8397
13142,2833,8667
13141,530,642
13140,873,18352
13139,180,2612
13138,404,19257
13137,383,7292
13135,1097,532
13133,1293,33037
13132,1489,9077
13131,3435,8042
13130,180,1832
13129,320,16092
13128,404,2417
13127,1517,12992
13126,747,28647
13124,2077,4112
13123,2896,4382
13122,1125,2212
13121,1706,3952
13118,110,112
13117,2749,4052
13116,2301,7282
13115,306,6922
13113,75,30357
13111,2238,15722
13110,264,9322
13109,2077,27
13108,474,5632
13107,1055,1802
13102,1104,1672
13101,89,17837
13100,1629,1367
13099,3155,4907
13098,1167,1547
13097,922,427
13096,684,9272
13095,2756,14202
13093,3155,8287
13092,1734,12267
13091,754,23122
13090,82,19922
13089,306,642
13088,341,35337
13087,2035,52
13086,1783,6357
13084,565,892
13083,684,12887
13082,2665,202
13081,1202,1402
13080,1531,1217
13079,82,18912
13078,278,11737
13076,1020,2997
13075,614,4052
13074,1608,3992
13073,2189,15457
13072,82,3442
13071,110,12992
13070,3638,5227
13069,635,3042
13068,2448,737
13066,628,197
13065,1426,2772
13064,3575,9242
13063,663,6497
13061,257,1872
13059,1328,12192
13057,2161,3797
13056,782,9887
13054,1629,2207
13053,1482,30312
13052,201,4517
13051,3498,2827
13050,201,2602
13049,2357,277
13048,1587,2947
13047,1258,5247
13045,2056,9402
13044,404,3397
13043,3757,1182
13041,75,7437
13040,614,6512
13038,1328,3267
13036,621,9327
13035,2868,12452
13034,1006,2612
13033,285,137
13032,397,9682
13031,404,9302
13030,817,8377
13029,2896,1202
13027,3358,1442
13026,1097,6562
13025,705,21632
13024,1300,3332
13023,3505,3522
13022,936,9282
13020,89,5482
13019,383,4617
13018,2112,4382
13016,1237,16527
13015,4156,5802
13014,362,5082
13012,3190,28262
13011,180,11002
13010,642,11772
13009,754,20232
13008,838,5597
13007,719,957
13006,2966,672
13005,2532,5447
13004,1650,11682
13002,1006,3157
13001,1132,252
13000,586,8227
12999,3022,26357
12998,2924,522
12997,1909,8287
12996,194,2012
12995,271,8362
12994,117,2587
12993,1132,722
12992,2126,2112
12991,12,3947
12990,873,5707
12988,768,17602
12987,264,3677
12986,180,7762
12985,1265,552
12984,1426,3057
12982,1258,1072
12981,3099,967
12980,1783,27792
12978,292,662
12976,1825,4522
12975,3960,14842
12974,558,10572
12973,922,2332
12971,4464,2012
12970,404,27042
12969,383,2732
12968,558,19687
12967,75,33927
12966,537,4927
12965,1804,4657
12964,1748,822
12963,82,41292
12961,1468,9157
12960,3302,4137
12959,2315,192
12956,299,22827
12955,775,6952
12954,278,1367
12953,285,5697
12951,1468,32167
12950,2245,652
12949,383,9887
12948,1363,3912
12947,614,24872
12946,1909,3842
12945,2203,3367
12944,2077,2387
12943,1041,17382
12942,201,6137
12941,1300,12982
12940,2385,4832
12937,1860,11427
12935,761,9402
12934,271,18517
12933,936,8837
12931,152,1097
12930,19,4562
12929,544,12847
12928,712,3572
12926,530,617
12925,3876,1137
12922,2133,2432
12920,19,612
12918,82,20332
12917,2693,5442
12916,1216,12487
12914,1139,4522
12913,537,3852
12912,271,2422
12911,922,16052
12910,3190,14442
12909,1615,16072
12908,894,1007
12907,159,4737
12905,2539,7607
12904,3498,6157
12902,635,427
12901,2392,6287
12900,3617,6702
12899,2826,362
12898,698,20082
12897,2868,15932
12896,1846,3887
12895,82,35962
12894,2665,4372
12893,243,6327
12892,2763,7652
12891,3757,4692
12890,614,9407
12889,383,892
12888,3771,10822
12887,110,4642
12885,278,7872
12883,1013,237
12882,264,7272
12880,1804,4047
12878,698,1237
12877,803,12382
12875,2049,3217
12874,1349,3057
12872,936,8467
12871,1111,6447
12868,82,40567
12867,12,32207
12866,152,907
12865,3106,1397
12864,397,6617
12863,201,3297
12862,1426,19407
12861,61,87
12860,530,52
12859,943,552
12858,789,3397
12857,796,2042
12856,467,7392
12855,2700,13942
12854,1230,1062
12853,2077,19547
12851,404,14497
12850,390,16522
12848,2259,8322
12847,1825,1632
12845,201,9907
12844,110,2562
12843,26,10557
12842,1377,5107
12840,439,7392
12839,124,10722
12838,306,21542
12837,2231,4437
12836,75,16317
12834,3505,2407
12833,19,887
12830,1076,6197
12829,1468,11607
12828,1993,82
12827,782,1892
12826,2259,6027
12825,61,3622
12824,761,3072
12823,2294,5002
12822,1461,7292
12821,124,4397
12818,1132,37
12817,2147,1402
12815,103,5907
12814,1629,6562
12813,1111,3407
12812,2014,182
12811,1244,1672
12809,3834,112
12808,82,35482
12806,103,25127
12804,320,15107
12802,341,7342
12801,2378,33197
12800,1559,1182
12799,908,307
12798,1055,11437
12797,4541,1347
12796,782,1907
12795,698,4782
12794,439,12282
12793,383,28892
12792,1468,14507
12791,1349,1877
12790,222,18217
12789,4520,417
12788,1125,8027
12787,306,9837
12786,1790,17747
12785,873,4447
12784,404,4267
12783,1426,9977
12782,313,2057
12781,404,4832
12780,103,2622
12779,2630,5372
12778,544,4692
12777,89,6882
12776,1251,3792
12773,61,3387
12771,2784,3842
12770,2021,257
12769,684,142
12767,558,3907
12766,439,16657
12765,4387,1397
12764,4324,3622
12763,82,14317
12762,1685,21557
12760,3813,16247
12759,551,502
12758,761,11787
12757,1706,9057
12756,75,1757
12755,4681,337
12753,341,3402
12752,1293,22157
12751,82,27142
12749,1720,152
12748,1230,16817
12747,82,1207
12746,2448,6747
12745,2910,8357
12744,1237,102
12743,75,3222
12741,866,2242
12740,3232,137
12739,4548,4497
12738,1146,3532
12736,110,13987
12734,1174,9362
12733,502,2502
12732,327,6532
12731,922,6232
12730,1692,8687
12729,264,5257
12728,3841,2562
12727,1342,14202
12725,278,422
12724,383,15207
12723,201,2182
12722,222,7732
12721,1265,417
12720,922,4492
12718,1545,3697
12717,201,43882
12716,110,13097
12715,4310,6037
12714,922,1522
12712,152,11317
12711,404,14682
12710,4163,3702
12709,1174,17452
12708,299,6487
12707,4380,512
12706,1748,13432
12705,1741,2817
12704,1916,35752
12702,2980,1532
12701,887,5172
12700,446,2267
12699,747,16812
12698,82,32057
12697,4142,18517
12695,313,33437
12694,607,6062
12693,1426,2677
12691,264,12532
12690,1125,23952
12689,1097,752
12688,3092,37852
12687,208,4517
12685,1412,1112
12684,3946,747
12683,607,27012
12682,1944,12757
12680,677,8502
12677,12,2552
12676,180,32617
12675,1790,1972
12674,334,192
12673,383,1422
12671,110,272
12670,754,34407
12669,1496,347
12666,1853,37
12664,201,442
12663,810,5007
12662,3603,417
12661,152,3947
12659,313,6002
12658,439,13132
12656,635,26732
12655,1426,2177
12654,1293,5837
12653,2350,6287
12652,761,7902
12651,82,3232
12650,530,22357
12649,3358,8677
12647,369,302
12646,719,2822
12645,369,1182
12644,642,11372
12643,971,3267
12642,1811,8767
12641,2189,7927
12640,4352,8877
12639,1587,2992
12638,964,3622
12637,1027,4382
12636,1720,342
12635,1426,7127
12634,1972,5817
12632,2525,6987
12631,292,3122
12630,1132,1367
12629,285,11302
12628,376,1667
12627,404,13982
12626,1195,717
12625,747,6232
12624,3848,24097
12623,2525,17
12622,110,4282
12621,201,30267
12620,2973,3957
12619,320,1192
12618,1251,3177
12616,1678,7177
12615,341,3477
12614,47,527
12613,124,887
12612,341,4322
12611,2084,1572
12610,2392,6587
12607,922,37212
12606,915,352
12605,2616,142
12604,2777,102
